ID	ID_rekl	LiczbaFiksacji	CzasFiksacji	CzasNaAOI	PLEC	WIEK4	pismo	tematyka	rodzaj	wielkosc	branza	ADReach	ADExp	ADExpTime	Zauważalność		
ID0163000005090	7504	3	494,6666667	1484	2	2	elle	magazyny luksusowe	normal	Full Page	Obuwie i odzież	0,6	4,9	2,4	100		
ID0101000001014	7199	3	597,3333333	1792	2	3	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	3,1	100		
ID0101000001014	7200	3	615,2601554	1845,780466	2	3	wyobem	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,5	5,2	3,2	100		
ID0101000001014	7201	3	448,3333333	1345	2	3	wyobem	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,5	5,2	2,3	100		
ID0101000001014	7208	3	770,6666667	2312	2	3	wyobem	magazyny luksusowe	edytorial	Full Page	Auto-moto	1,5	5,2	4	92,85714286		
ID0101000001018	7199	3	490,3333333	1471	2	1	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	2,5	100		
ID0101000001018	7204	3	533,6666667	1601	2	1	wyobem	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,5	5,2	2,7	100		
ID0101000001018	7218	3	522	1566	2	1	wyobem	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,5	5,2	2,7	90,90909091		
ID0101000001018	7274	3	373,3333333	1120	2	1	wyobem	magazyny luksusowe	normal	Full Page	Turystyka i sport	1,5	5,2	1,9	100		
ID0101000001019	7205	3	908,5934887	2725,780466	2	4	wyobem	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,5	5,2	4,7	92,85714286		
ID0101000001019	7213	3	570,5934887	1711,780466	2	4	wyobem	magazyny luksusowe	normal	Full Page	Wnętrze	1,5	5,2	2,9	85,71428571		
ID0101000001019	7226	3	518,3333333	1555	2	4	wyobem	magazyny luksusowe	normal	Full Page	Turystyka i sport	1,5	5,2	2,7	85,71428571		
ID0101000001019	7228	3	606,3333333	1819	2	4	wyobem	magazyny luksusowe	normal	1/2 Page	Zdrowie	1,5	5,2	3,1	100		
ID0101000001019	7230	3	774	2322	2	4	wyobem	magazyny luksusowe	normal	1/2 Page	Zdrowie	1,5	5,2	4	85,71428571		
ID0101000001019	7238	3	548,3333333	1645	2	4	wyobem	magazyny luksusowe	normal	Full Page	Kosmetyki	1,5	5,2	2,8	100		
ID0101000001019	7239	3	519,926822	1559,780466	2	4	wyobem	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,5	5,2	2,7	66,66666667		
ID0101000001019	7256	3	628,6666667	1886	2	4	wyobem	magazyny luksusowe	normal	Full Page	Kosmetyki	1,5	5,2	3,2	100		
ID0101000001019	7258	3	743	2229	2	4	wyobem	magazyny luksusowe	normal	Full Page	Kosmetyki	1,5	5,2	3,8	100		
ID0101000001021	7203	3	649	1947	2	2	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	3,3	100		
ID0101000001021	7241	3	760,3333333	2281	2	2	wyobem	magazyny luksusowe	normal	Full Page	Kultura i rozrywka	1,5	5,2	3,9	100		
ID0101000001021	7214	3	499	1497	2	2	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	2,6	100		
ID0101000001025	7208	3	619,6666667	1859	2	2	wyobem	magazyny luksusowe	edytorial	Full Page	Auto-moto	1,5	5,2	3,2	92,85714286		
ID0101000001025	7218	3	623	1869	2	2	wyobem	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,5	5,2	3,2	90,90909091		
ID0101000001025	7223	3	465	1395	2	2	wyobem	magazyny luksusowe	normal	Full Page	Żywność	1,5	5,2	2,4	87,5		
ID0101000001025	7214	3	367,6666667	1103	2	2	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	1,9	100		
ID0101000001025	7233	3	408,3333333	1225	2	2	wyobem	magazyny luksusowe	normal	1/2 Page	Zdrowie	1,5	5,2	2,1	83,33333333		
ID0101000001046	7216	3	534	1602	2	3	wyobem	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,5	5,2	2,8	60		
ID0101000001082	7221	3	683	2049	2	2	wyobem	magazyny luksusowe	normal	Full Page	Kosmetyki	1,5	5,2	3,5	100		
ID0101000001082	7223	3	418,3333333	1255	2	2	wyobem	magazyny luksusowe	normal	Full Page	Żywność	1,5	5,2	2,2	87,5		
ID0101000001082	7226	3	400,6666667	1202	2	2	wyobem	magazyny luksusowe	normal	Full Page	Turystyka i sport	1,5	5,2	2,1	85,71428571		
ID0101000001082	7231	3	616	1848	2	2	wyobem	magazyny luksusowe	normal	Full Page	Kultura i rozrywka	1,5	5,2	3,2	85,71428571		
ID0101000001084	7203	3	562,6666667	1688	2	3	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	2,9	100		
ID0101000001084	7204	3	393,6666667	1181	2	3	wyobem	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,5	5,2	2	100		
ID0119000007009	7209	3	1054,926822	3164,780466	2	1	wyobem	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,5	5,2	5,4	71,42857143		
ID0119000007018	7199	3	584	1752	2	2	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	3	100		
ID0119000007018	7201	3	429	1287	2	2	wyobem	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,5	5,2	2,2	100		
ID0119000007018	7203	3	680,6666667	2042	2	2	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	3,5	100		
ID0119000007018	7207	3	477,6666667	1433	2	2	wyobem	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,5	5,2	2,5	100		
ID0119000007020	7206	3	440,3333333	1321	2	3	wyobem	magazyny luksusowe	normal	Full Page	Kosmetyki	1,5	5,2	2,3	92,85714286		
ID0119000007020	7224	3	402,3333333	1207	2	3	wyobem	magazyny luksusowe	normal	Full Page	Turystyka i sport	1,5	5,2	2,1	100		
ID0119000007024	7203	3	796,1869774	2388,560932	2	2	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	4,1	100		
ID0119000007024	7208	3	518	1554	2	2	wyobem	magazyny luksusowe	edytorial	Full Page	Auto-moto	1,5	5,2	2,7	92,85714286		
ID0119000007024	7218	3	398	1194	2	2	wyobem	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,5	5,2	2,1	90,90909091		
ID0119000007024	7221	3	476	1428	2	2	wyobem	magazyny luksusowe	normal	Full Page	Kosmetyki	1,5	5,2	2,5	100		
ID0119000007024	7222	3	661	1983	2	2	wyobem	magazyny luksusowe	normal	Full Page	Kosmetyki	1,5	5,2	3,4	85,71428571		
ID0119000007024	7214	3	855,3333333	2566	2	2	wyobem	magazyny luksusowe	normal	Double Page	Kosmetyki	1,5	5,2	4,4	100		
ID0119000007025	7200	3	569,6666667	1709	2	1	wyobem	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,5	5,2	2,9	100		
ID0119000007025	7204	3	531	1593	2	1	wyobem	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,5	5,2	2,7	100		
ID0119000007025	7205	3	371	1113	2	1	wyobem	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,5	5,2	1,9	92,85714286		
ID016300005	652	3	490	1470	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kultura i rozrywka	1,6	5,4	2,6	100		
ID016300005	650	3	384,6666667	1154	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,1	100		
ID016300012	643	3	838,6666667	2516	2	2	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	4,5	100		
ID016300014	680	3	358,6666667	1076	2	1	zwierc	magazyny luksusowe	edytorial	Full Page	Turystyka i sport	1,6	5,4	1,9	100		
ID016300025	701	3	515,3333333	1546	2	1	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	2,8	100		
ID016300025	700	3	385,3333333	1156	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,1	100		
ID016300025	669	3	666,6666667	2000	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	3,6	100		
ID016300025	687	3	594	1782	2	1	zwierc	magazyny luksusowe	normal	Full Page	Sieci handlowe	1,6	5,4	3,2	100		
ID016300026	674	3	562	1686	2	3	zwierc	magazyny luksusowe	normal	Double Page	Kosmetyki	1,6	5,4	3	100		
ID016300026	701	3	422	1266	2	3	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	2,3	100		
ID016300026	642	3	554,6666667	1664	2	3	zwierc	magazyny luksusowe	normal	Double Page	Kosmetyki	1,6	5,4	3	100		
ID016300026	660	3	577,6666667	1733	2	3	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	3,1	100		
ID016300030	631	3	662,6666667	1988	2	2	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	3,5	100		
ID016300030	688	3	436,3333333	1309	2	2	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,3	85,71428571		
ID016300030	643	3	447	1341	2	2	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,4	100		
ID016300037	701	3	410,6666667	1232	2	2	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	2,2	100		
ID016300037	649	3	436	1308	2	2	zwierc	magazyny luksusowe	edytorial	Full Page	Zdrowie	1,6	5,4	2,3	66,66666667		
ID016300037	691	3	418	1254	2	2	zwierc	magazyny luksusowe	normal	Full Page	Nieruchomości	1,6	5,4	2,2	100		
ID0163000000633	196	3	432	1296	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,3	50		
ID0163000000631	195	3	519,3333333	1558	2	2	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,8	100		
ID0163000000631	204	3	814,6666667	2444	2	2	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	4,4	100		
ID0119000007002	7978	3	900,3333333	2701	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	4,8	91,66666667		
ID0119000007002	7981	3	543,3333333	1630	2	1	zwierc	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,6	5,4	2,9	90,90909091		
ID0119000007002	7985	3	963	2889	2	1	zwierc	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,6	5,4	5,2	70		
ID0119000007002	7991	3	930,6666667	2792	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	5	90		
ID0119000007002	7999	3	836,3333333	2509	2	1	zwierc	magazyny luksusowe	normal	1/2 Page	Zdrowie	1,6	5,4	4,5	100		
ID0119000007003	7981	3	706,3333333	2119	2	1	zwierc	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,6	5,4	3,8	90,90909091		
ID0119000007003	7988	3	586,6666667	1760	2	1	zwierc	magazyny luksusowe	normal	Full Page	Wnętrze	1,6	5,4	3,1	90,90909091		
ID0119000007003	7989	3	411,6666667	1235	2	1	zwierc	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,6	5,4	2,2	100		
ID0119000007003	7992	3	528	1584	2	1	zwierc	magazyny luksusowe	edytorial	Full Page	Auto-moto	1,6	5,4	2,8	100		
ID0119000007003	7997	3	322,3333333	967	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	1,7	88,88888889		
ID0119000007003	8004	3	519,6666667	1559	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kultura i rozrywka	1,6	5,4	2,8	100		
ID0119000007003	8007	3	499,3333333	1498	2	1	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,7	100		
ID0119000007003	8009	3	547,6666667	1643	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,9	100		
ID0119000007003	8013	3	653,3333333	1960	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	3,5	100		
ID0119000007003	8015	3	472,3333333	1417	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,5	100		
ID0119000007003	8016	3	441,6666667	1325	2	1	zwierc	magazyny luksusowe	normal	1/2 Page	Kultura i rozrywka	1,6	5,4	2,4	100		
ID0119000007004	7982	3	522,6666667	1568	2	3	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,8	90,90909091		
ID0119000007004	7983	3	805,3333333	2416	2	3	zwierc	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,6	5,4	4,3	60		
ID0119000007004	7996	3	587	1761	2	3	zwierc	magazyny luksusowe	normal	1/2 Page	Kultura i rozrywka	1,6	5,4	3,1	100		
ID0119000007004	7998	3	480,3333333	1441	2	3	zwierc	magazyny luksusowe	normal	1/2 Page	Kultura i rozrywka	1,6	5,4	2,6	100		
ID0119000007005	7960	3	738	2214	2	2	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	4	100		
ID0119000007005	7962	3	379,3333333	1138	2	2	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2	93,33333333		
ID0119000007005	7963	3	756,3333333	2269	2	2	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	4	93,33333333		
ID0119000007005	7971	3	384	1152	2	2	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,1	100		
ID0119000007005	7993	3	408	1224	2	2	zwierc	magazyny luksusowe	normal	1/2 Page	Zdrowie	1,6	5,4	2,2	100		
ID0119000007005	7995	3	507,3333333	1522	2	2	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,7	100		
ID0119000007005	8015	3	423,3333333	1270	2	2	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,3	100		
ID0119000007006	7966	3	791,3333333	2374	2	2	zwierc	magazyny luksusowe	normal	Double Page	Kosmetyki	1,6	5,4	4,2	100		
ID0119000007006	7976	3	458,3333333	1375	2	2	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,5	92,30769231		
ID0119000007006	7979	3	540,6666667	1622	2	2	zwierc	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,6	5,4	2,9	100		
ID0119000007006	7983	3	420	1260	2	2	zwierc	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,6	5,4	2,2	60		
ID0119000007006	7989	3	476,3333333	1429	2	2	zwierc	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,6	5,4	2,5	100		
ID0119000007012	7958	3	513	1539	2	1	zwierc	magazyny luksusowe	normal	Double Page	Kosmetyki	1,6	5,4	2,7	100		
ID0119000007013	7962	3	595,6666667	1787	2	1	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	3,2	93,33333333		
ID0119000007013	7972	3	544,3333333	1633	2	1	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,9	85,71428571		
ID0119000007016	7958	3	657,6666667	1973	2	1	zwierc	magazyny luksusowe	normal	Double Page	Kosmetyki	1,6	5,4	3,5	100		
ID0119000007016	7961	3	507,3333333	1522	2	1	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	2,7	100		
ID0119000007016	7978	3	376,3333333	1129	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2	91,66666667		
ID0119000007016	7985	3	548,3333333	1645	2	1	zwierc	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,6	5,4	2,9	70		
ID0119000007023	7958	3	646,2601554	1938,780466	2	4	zwierc	magazyny luksusowe	normal	Double Page	Kosmetyki	1,6	5,4	3,5	100		
ID0119000007023	7969	3	467,6666667	1403	2	4	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,5	93,33333333		
ID0119000007023	7972	3	511	1533	2	4	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,7	85,71428571		
ID0119000007023	7982	3	545	1635	2	4	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,9	90,90909091		
ID0119000007023	7998	3	523	1569	2	4	zwierc	magazyny luksusowe	normal	1/2 Page	Kultura i rozrywka	1,6	5,4	2,8	100		
ID0119000007023	8006	3	393,3333333	1180	2	4	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,1	100		
ID0119000007023	8007	3	729,3333333	2188	2	4	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	3,9	100		
ID0119000007023	8015	3	414,3333333	1243	2	4	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,2	100		
ID0119000007027	7985	3	531,6666667	1595	2	1	zwierc	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,6	5,4	2,8	70		
ID0163000005004	8014	3	807	2421	2	2	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	4,3	100		
ID0163000005012	7967	3	685,3333333	2056	2	1	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	3,7	100		
ID0163000005016	7967	3	395,6666667	1187	2	1	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	2,1	100		
ID0163000005039	7962	3	504	1512	2	2	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,7	93,33333333		
ID0163000005039	7964	3	717,6666667	2153	2	2	zwierc	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,6	5,4	3,8	100		
ID0163000005039	7968	3	381,3333333	1144	2	2	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2	86,66666667		
ID0163000005039	7973	3	440	1320	2	2	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,4	76,92307692		
ID0163000005080	7969	3	396	1188	2	1	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,1	93,33333333		
ID0163000005080	7974	3	440,6666667	1322	2	1	zwierc	magazyny luksusowe	normal	Full Page	Kosmetyki	1,6	5,4	2,4	84,61538462		
ID0163000005080	7975	3	447,3333333	1342	2	1	zwierc	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,6	5,4	2,4	92,30769231		
ID0101000000075	239	3	367,3333333	1102	2	2	urodaa	magazyny luksusowe	normal	Full Page	Sieci handlowe	0,9	5,4	2	100		
ID010110009	8582	3	400,3333333	1201	2	4	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	2,3	100		
ID010110015	8595	3	518,6666667	1556	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	3	100		
ID010110020	8541	3	851,3333333	2554	2	3	pani	magazyny luksusowe	normal	Mniejszy format	Zdrowie	1,2	5,8	4,9	100		
ID010110020	8547	3	688,6666667	2066	2	3	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	4	100		
ID010110020	8579	3	425	1275	2	3	pani	magazyny luksusowe	edytorial	Double Page	Kosmetyki	1,2	5,8	2,5	100		
ID010110013	8597	3	445	1335	2	2	pani	magazyny luksusowe	normal	1/2 Page	Żywność	1,2	5,8	2,6	100		
ID010110013	8547	3	577,3333333	1732	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	3,3	100		
ID010110013	8550	3	707,3333333	2122	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	4,1	66,66666667		
ID010110013	8565	3	1363	4089	2	2	pani	magazyny luksusowe	normal	Double Page	Kosmetyki	1,2	5,8	7,9	100		
ID010110013	8570	3	640	1920	2	2	pani	magazyny luksusowe	normal	Full Page	Wnętrze	1,2	5,8	3,7	66,66666667		
ID010110037	8593	3	433,6666667	1301	2	3	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	2,5	100		
ID0101000000010	476	3	441,3333333	1324	2	3	pani	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,2	5,8	2,6	100		
ID0101000000010	479	3	1002,666667	3008	2	3	pani	magazyny luksusowe	normal	1/2 Page	Zdrowie	1,2	5,8	5,8	50		
ID0101000000010	487	3	346	1038	2	3	pani	magazyny luksusowe	edytorial	Double Page	Budownictwo	1,2	5,8	2	100		
ID0101000000018	481	3	526	1578	2	2	pani	magazyny luksusowe	normal	1/2 Page	Kosmetyki	1,2	5,8	3	75		
ID0101000000018	485	3	414,3333333	1243	2	2	pani	magazyny luksusowe	normal	1/2 Page	Żywność	1,2	5,8	2,4	100		
ID0101000000018	490	3	488	1464	2	2	pani	magazyny luksusowe	edytorial	1/2 Page	Wnętrze	1,2	5,8	2,8	66,66666667		
ID0101000000032	486	3	592	1776	2	3	pani	magazyny luksusowe	normal	1/2 Page	Żywność	1,2	5,8	3,4	100		
ID0101000001559	6788	3	370,3333333	1111	2	2	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	2,1	100		
ID0101000001559	6790	3	553	1659	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	3,2	100		
ID0101000001566	6797	3	1096,333333	3289	2	3	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	6,3	100		
ID0101000001566	6804	3	668,2601554	2004,780466	2	3	pani	magazyny luksusowe	normal	Full Page	Nieruchomości	1,2	5,8	3,9	90		
ID0101000001566	6827	3	825,6666667	2477	2	3	pani	magazyny luksusowe	edytorial	Full Page	Wnętrze	1,2	5,8	4,8	100		
ID0101000001589	6780	3	629,6666667	1889	2	4	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	3,6	100		
ID0101000001589	6786	3	458,3333333	1375	2	4	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	2,7	100		
ID0101000001589	6788	3	440	1320	2	4	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	2,5	100		
ID0101000001589	6797	3	593,6666667	1781	2	4	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	3,4	100		
ID0101000001589	6807	3	608	1824	2	4	pani	magazyny luksusowe	normal	Mniejszy format	Non profit	1,2	5,8	3,5	66,66666667		
ID0101000001629	6778	3	463,6666667	1391	2	3	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	2,7	100		
ID0101000001629	6783	3	725,6666667	2177	2	3	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	4,2	100		
ID0101000001629	6795	3	502,6666667	1508	2	3	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	2,9	90,90909091		
ID0101000001629	6812	3	626	1878	2	3	pani	magazyny luksusowe	normal	Full Page	Kultura i rozrywka	1,2	5,8	3,6	100		
ID0101000001629	6810	3	425	1275	2	3	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	2,5	80		
ID0101000001629	6811	3	574,6666667	1724	2	3	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	3,3	80		
ID0101000001629	6807	3	445	1335	2	3	pani	magazyny luksusowe	normal	Mniejszy format	Non profit	1,2	5,8	2,6	66,66666667		
ID0101000001629	6823	3	900,3333333	2701	2	3	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	5,2	100		
ID0101000001629	6827	3	388,3333333	1165	2	3	pani	magazyny luksusowe	edytorial	Full Page	Wnętrze	1,2	5,8	2,2	100		
ID0101000001629	6833	3	550,6666667	1652	2	3	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	3,2	66,66666667		
ID0101000001649	6778	3	557,2601554	1671,780466	2	1	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	3,2	100		
ID0101000001649	6782	3	843,6666667	2531	2	1	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	4,9	100		
ID0101000001649	6796	3	474,6666667	1424	2	1	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	2,7	100		
ID0101000001649	6811	3	771,3333333	2314	2	1	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	4,5	80		
ID0101000001649	6815	3	434,6666667	1304	2	1	pani	magazyny luksusowe	normal	Full Page	Kultura i rozrywka	1,2	5,8	2,5	77,77777778		
ID0101000001649	6820	3	388,6666667	1166	2	1	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	2,3	100		
ID0109000213221	6777	3	451,3333333	1354	2	2	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	2,6	100		
ID0109000213221	6789	3	530,3333333	1591	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	3,1	81,81818182		
ID0109000213221	6790	3	700,6666667	2102	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	4,1	100		
ID0109000213221	6825	3	850,2601554	2550,780466	2	2	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	4,9	100		
ID0109000213221	6842	3	707,3333333	2122	2	2	pani	magazyny luksusowe	normal	Full Page	Wnętrze	1,2	5,8	4,1	80		
ID0187000008018	6779	3	489,6666667	1469	2	2	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	2,8	100		
ID0187000008018	6780	3	536,3333333	1609	2	2	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	3,1	100		
ID0187000008018	6783	3	791,6666667	2375	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	4,6	100		
ID0187000008018	6791	3	618,6666667	1856	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	3,6	90,90909091		
ID0187000008018	6792	3	533	1599	2	2	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	3,1	81,81818182		
ID0187000008018	6827	3	1197	3591	2	2	pani	magazyny luksusowe	edytorial	Full Page	Wnętrze	1,2	5,8	6,9	100		
ID0187000008025	6780	3	439,6666667	1319	2	3	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	2,5	100		
ID0187000008025	6783	3	566,6666667	1700	2	3	pani	magazyny luksusowe	normal	Full Page	Obuwie i odzież	1,2	5,8	3,3	100		
ID0187000008025	6803	3	795,3333333	2386	2	3	pani	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,2	5,8	4,6	100		
ID0187000008034	6777	3	707	2121	2	2	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	4,1	100		
ID0187000008034	6778	3	451,6666667	1355	2	2	pani	magazyny luksusowe	normal	Double Page	Obuwie i odzież	1,2	5,8	2,6	100		
ID0187000008034	6801	3	478	1434	2	2	pani	magazyny luksusowe	normal	Full Page	Kosmetyki	1,2	5,8	2,8	83,33333333		
ID0187000008034	6803	3	786,8536441	2360,560932	2	2	pani	magazyny luksusowe	edytorial	Full Page	Kosmetyki	1,2	5,8	4,6	100		
ID0187000008034	6805	3	879	2637	2	2	pani	magazyny luksusowe	normal	1/2 Page	Zdrowie	1,2	5,8	5,1	60		
ID0187000008034	6807	3	990,6666667	2972	2	2	pani	magazyny luksusowe	normal	Mniejszy format	Non profit	1,2	5,8	5,7	66,66666667		
